story	text	retweet_count	created_at	hashtags	media	favorite_count	id	user_favourites_count	user_followers_count	user_friends_count	user_listed_count	user_location	user_name	user_screen_name.1	user_statuses_count
	"Hasta el momento todas las actrices que escuché, haciendo referencia a lo sucedido con Thelma, afirman que los legisladores deben tomar cartas en el asunto. Chiques, se trató una ley de penas a los violadores y @vikidonda no lo votó. De sus filas. 
#MeToo
#MiraComoNosPonemos"	120	2018-12-14 22:20:51+00:00	MeToo MiraComoNosPonemos		174	1073704398122115072	164651	10958	452	26	Brasil	Cl@rice	abobadinhoss	99297
	"The power of one person's actions. That is what is demonstrated here. Just one person's actions saved around 650 children.
What will your actions say? How will you change the world?
#Resistance
#BlueWave 
#GetOutAndVote 
#NeverAgain 
#MeToo https://t.co/CGEg8mQgoX"	120	2018-10-26 23:04:30+00:00	Resistance BlueWave GetOutAndVote NeverAgain MeToo		164	1055958376528707586	107487	9760	9884	13	In my own whispering world of music & dreams	Amy Smith	fireheather	157777
	"【拡散希望】セクハラ、女性差別、人権侵害にNO！黒い服で街頭へ！
『安倍９条改憲ＮＯ！3000万署名＆ #MeToo #WithYou 街頭宣伝』
２９日（金）１８時半～　新宿駅西口
プラカード持ち込み大歓迎！
#安倍9条改憲NO
#3000万署名
各種共有ボタンで拡散を！詳細は→ https://t.co/vaqWUKf1QX"	120	2018-06-11 05:32:12+00:00	MeToo WithYou 安倍9条改憲NO 3000万署名		72	1006046418996363264	1697	14836	1931	269		憲法９条を壊すな！実行委員会	48daisyukai	47039
	Thanks @Alyssa_Milano for speaking out so eloquently. We are DONE shaming victims of abuse and assault. #WhyIDidntReport  https://t.co/Bq24cHCkFO	119	2018-09-24 02:15:42+00:00	WhyIDidntReport		743	1044047696007331840	1571	502080	217	1731		Tony Goldwyn	tonygoldwyn	11849
	Varför får detta äckelfyllo hållas? Är hela Europa medberoende till alkisen? Och det är han som är högsta hönset, inte undra på att det är kaos. #swexit nu tack #svpol #fyllgubbe #metoo https://t.co/whrBigcmUD	119	2018-12-15 16:12:18+00:00	swexit svpol fyllgubbe metoo		465	1073974036634460160	63021	61259	3578	193	Prague, Czech Republic	Katerina Janouch🐲🇸🇪✡️🇮🇱🇨🇿🐸	katjanouch	100178
	c'est toujours de la faute des femmes on a compris https://t.co/KNEym8InEI	119	2018-04-05 10:31:38+00:00			121	981841788683071488	133168	5201	637	20	Paris, France	bette porter femme	artpopchachki	121932
	"Jessica Leeds, Mindy McGillivray and E. Jean Carroll, all women that have accused the President of sexual assault, feel like ""the forgotten"" members of the #MeToo movement.

@mj_lee has their story. https://t.co/NpmkjpDghA https://t.co/xjni2DL3Hd"	118	2019-07-20 02:15:17+00:00	MeToo	https://twitter.com/CNN/status/1152401563455033346/video/1	272	1152401563455033346	1413	53141727	1100	147373		CNN	CNN	335064
	"#MeToo 
I raised voice against land mafia in my state but had to face sexual harassment in the hands of the then Director Vigilance Alok Puri.  Despite complaints against him that I filed no one took action against him. 
Waiting for Justice ..MeToo.

Dysp Shashi Thakur ..."	118	2018-10-11 10:35:14+00:00	MeToo		234	1050334000869400577	8	30	11	0		Shashi Thakur	ShashiT13735214	18
	"だから私は声高にファッションのように、反戦平和、反差別、人権擁護、環境保護、原発反対、#metoo 、LGB-T差別反対などなどを叫ぶ連中が信用できないのだ
これは私が小学生の頃から何一つ変わっていない事実だ
返って本当に苦悩している人々を救えなくしているのだ https://t.co/B6YM2YGPJ4"	118	2018-08-20 18:58:29+00:00	metoo		222	1031616478158548995	281264	1088	766	25	日本	沙門	TqKOQtsyEVnMLlV	310061
	Maryland you have 3,700 rape victims waiting for you to process forensic evidence! #metoo #WaitingForJustice https://t.co/vydBtsoTlv	118	2017-10-17 02:14:45+00:00	metoo WaitingForJustice		192	920110803600248832	131389	522240	5017	2664		Patricia Arquette	PattyArquette	156623
	"【拡散希望】本日です！
『安倍9条改憲NO!ウィメンズアクション』
2/18(火)18:30～ JR有楽町駅イトシア前
光り物やプラカードを持ってご参加を☆
女性以外の参加も大歓迎です！
#安倍9条改憲NO
#ウィメンズアクション
#MeToo
各種共有ボタンで拡散を！詳細は→ https://t.co/YqFZSZBEAj"	118	2020-02-17 20:51:57+00:00	安倍9条改憲NO ウィメンズアクション MeToo		119	1229508806821863425	5744	16605	2662	253		菱山南帆子	nahokohishiyama	25153
	Everyone who has shared a #WhyIDidntReport tweet is extremely brave. It’s a small consolation, but one thing we all can do is vote out any politician who is okay with sexual assault, by any perpetrator at any age.	117	2018-09-21 23:16:24+00:00	WhyIDidntReport		569	1043277796699779072	3383	451	89	1		Cynthia Dolgoff	CTDolgoff	1080
	"#HinaKhan Praises Women Who Share Their #MeToo Stories, Says it Should Not be Misused to ‘Gain Cheap Attention’
 https://t.co/rKu6vfhcHH"	117	2018-10-13 12:12:39+00:00	HinaKhan MeToo		441	1051083293020573696	372	14751	479	277	India	India.com	indiacom	206637
	"I spoke up. didn’t sue. Didn’t get a dime. Didn’t join class action suites. Didn’t benefit in any way from telling my story. Yet while searching for a job I’m told “you make people nervous.”
Unfortunately this is the fallout of the #MeToo movement  https://t.co/BtZG6VInJt"	117	2019-04-18 16:33:46+00:00	MeToo		424	1118915532508368896	33173	47375	1117	729	LA / NY	Lauren Sivan	LaurenSivan	8246
	"[우리는 멈추지 않는다]
일시: 2018년 5월 17일(목) 저녁 7시
장소: 신논현역 6번출구 앞
드레스코드: 검정
프로그램 :
- 강남역 여성살해사건 추모
- #METOO 발언
- 행진
- #미투 운동과 함께하는 1만인선언

#미투가_바꿀_세상_우리가_만들자 #metoo #성차별성폭력_끝장집회"	117	2018-05-10 11:34:37+00:00	METOO 미투 미투가_바꿀_세상_우리가_만들자 metoo 성차별성폭력_끝장집회		24	994541214568345600	1192	13171	3953	57	여성미래센터	한국여성단체연합	kwau38	5213
	I’m going to bed tonite visualizing brett kav at home sitting on his bed trying so hard to remember if he ever completed a rape. #MeToo	116	2018-09-29 02:46:59+00:00	MeToo		1293	1045867506475442177	23886	218939	1314	1793	New York, always	Ellen Barkin	EllenBarkin	35738
	Time's up! #BelieveWomen #Ihaventforgottenaboutyou https://t.co/v5ks5rmi6G	116	2018-04-27 02:04:50+00:00	BelieveWomen Ihaventforgottenaboutyou	https://twitter.com/larrywilmore/status/989686778683473920/video/1	1133	989686778683473920	4090	234366	551	2123		Larry Wilmore	larrywilmore	4636
	"2018 Under Armour Camp Schedule 
#IWILL https://t.co/4ne0iM7cob"	116	2018-01-12 17:24:19+00:00	IWILL	https://twitter.com/DemetricDWarren/status/951867450798366720/photo/1	342	951867450798366720	60811	67916	17626	156	Hollandale, MS	Demetric D. Warren	DemetricDWarren	50844
	Watch: @Oprah hosts a panel discussion on the #TimesUp campaign with @RWitherspoon, @shondarhimes @americaferrera, @TraceeEllisRoss, Natalie Portman, Kathleen Kennedy, and Nina Shaw: Where do we go from here? https://t.co/vDgAVmzJbe https://t.co/YHMbyViPlY	116	2018-01-14 15:52:27+00:00	TimesUp	https://twitter.com/CBSSunday/status/952569106762551297/photo/1	296	952569106762551297	620	244825	451	2188	Manhattan, NY	CBS Sunday Morning 🌞	CBSSunday	24937
	This is perhaps that rare case where the survivor preempted every possible curveball. Why didn’t she speak then? She did. Why didn’t she file an FIR? She did. Oh, does she have any proof? Yep, she recorded a video. And *still*, the powerful side with the accused. Unreal. #MeToo	116	2019-09-10 15:27:24+00:00	MeToo		188	1171445074091102213	21932	15608	1242	67	Mumbai, Maharashtra	Ankur Pathak	aktalkies	11937
	"아직 끝나지 않았습니다. 우리는 멈추지 않습니다.
미투는 { 언론을, 경찰을, 검찰을, 법원을, 회사를, 학교를 } 바꿀 것입니다.
근본적 변화를 만들기위해, 우리는 다시 모입니다.

8월25일 토요일 저녁7시 청계광장
다섯번째 성희롱성폭력끝장집회
#미투는바꾼다 #MeToo #미투운동과함께하는시민행동 https://t.co/bkjPM2p9jp"	116	2018-08-07 06:48:58+00:00	미투는바꾼다 MeToo 미투운동과함께하는시민행동	https://twitter.com/womenlink/status/1026721845339254784/photo/1	46	1026721845339254784	2020	63985	5155	240	37.5657425,126.9033058	한국여성민우회	womenlink	16124
	"Hi sir!Here's a long blog I wrote last year about #MeToo last Oct.
Plz do read.There's so much going on online,one can miss it.Also 'der aye, durust aye'.This time the film industry spoke before the leader of the opposition and the country. Plz support us by lending your voice https://t.co/FgxLF6k3Ov"	115	2018-04-15 08:29:42+00:00	MeToo		442	985434979185422336	32297	485030	2704	440	Multiverse	TheRichaChadha	RichaChadha	42118
	"Amidst all our #PrinceAndrew rage &amp; Epstein conspiracy theorising, could we take a minute to appreciate the courage and resilience of the women fighting for justice against some of the most powerful men on the planet?

#Metoo
#IBelieveHer 
#TeamVirginia

https://t.co/EyNB7Kb5HO"	115	2019-08-27 19:28:58+00:00	PrinceAndrew Metoo IBelieveHer TeamVirginia		417	1166432436265410560	11629	6007	5742	51	En route to The Tower	Revolting-Subject	UnRoyalReporter	23431
	Das dröhnenden Schweigen der üblichen Verdächtigen zu #Telford beseitigt auch die letzten Zweifel, welch üblen heuchlerischen Geistes die Protagonisten und Claqueure der #metoo Bewegung sind. #AusGruenden	115	2018-03-14 15:06:56+00:00	Telford metoo AusGruenden		249	973938534825504768	29435	6451	784	132	Münster|NRW|Germany	Stefan Slaby 😷	publizistikon	72103
	"You MUST read this thread

#CancelKavanaugh 
#RapeIsNonpartisan https://t.co/tMICNyeuyh"	115	2018-09-21 00:12:48+00:00	CancelKavanaugh RapeIsNonpartisan		245	1042929601398362112	30182	24410	2469	130	Maryland, USA	Kristin Mink #AbolishTheJimCrowFilibuster	KristinMinkDC	11542
	"The fact that rape allegations against Kavanaugh and other abusers don't instantly trigger an investigation is the very reason victims don't report their abuse.

Shame on Republicans

Shame on all of us.

We're all responsible.

And it eats up my soul.

#BelieveSurvivors"	115	2018-09-28 00:27:16+00:00	BelieveSurvivors		236	1045469957516152834	124219	50438	25429	53	Belgium	Nico XW	Nicoxw1	97644
	"Abuse takes a village. A community of complicity. It’s not enough to hold predators accountable. We need to go after the enablers who keep them in power.

John Kelly 
Orrin Hatch

They knew about Porter, promoted him and praised him. They need to answer for their actions. #MeToo"	115	2018-02-08 04:49:35+00:00	MeToo		212	961461987925356544	312557	68252	3625	429	Utah, USA	Kaz Weida	kazweida	52765
	"Don't let Gretchen Carlson fool you. Miss America didn't suddenly grow a sense of decency and inclusiveness.

Their former CEO Sam Haskill called contestents *c*nts"" and harassed dozens of women. They're running scared from a #MeToo  lawsuit.

https://t.co/mJ6vhBOt45"	115	2018-06-05 14:35:22+00:00	MeToo		194	1004008784228900864	312557	68251	3625	429	Utah, USA	Kaz Weida	kazweida	52766
	Монголын #MeToo хөдөлгөөн болж өргөжвөл энэ нам, бүлэглэлүүдийг хөмөрчих болтой https://t.co/xpEc3ILX25	115	2018-12-12 00:27:00+00:00	MeToo		104	1072648982751571974	16035	206554	869	381	Ulaanbaatar	Enkhbat Dangaasuren	enkhbat	29705
	"From my constituent: When I was in my first year in college I was raped. I was ashamed and humiliated. There was no such thing as date rape back then. I was 42 before I ever told anyone. That doesn’t mean it didn’t happen. #metoo #VA10
@VaGenAss"	114	2018-09-18 02:08:43+00:00	metoo VA10		513	1041871611740282880	3322	5088	1013	139	VA HD34 (Fairfax & Loudoun)	Kathleen Murphy	kmurphyva	4632
	"It is utterly ridiculous that the Right is refusing to conduct the FBI investigation necessary to find corroborating background evidence while also claiming Dr. Ford's lack of corroborating background evidence is a mark against her claims.
#BelieveSurvivors"	114	2018-09-27 21:37:01+00:00	BelieveSurvivors		388	1045427114672041984	65205	306328	334	1906	Virginia, USA	Qasim Rashid, Esq.	QasimRashid	69762
	Democratic Sen. Dick Durbin is calling on Republican colleagues to delay next week's Judiciary Committee vote on Brett Kavanaugh nomination in the wake #MeToo allegations. https://t.co/jIhAVgzbUi	114	2018-09-16 03:06:37+00:00	MeToo		343	1041161403430825984	3227	1324852	1004	22990	New York, NY	The Daily Beast	thedailybeast	341904
	180 female agency leaders launch 'Time's Up Advertising' to address the industry's #MeToo problem: https://t.co/1MKPcT99kn https://t.co/0irMQzHmXl	114	2018-03-12 15:15:20+00:00	MeToo	https://twitter.com/Adweek/status/973215872159506432/photo/1	267	973215872159506432	82033	643663	26295	16172	New York City	Adweek	Adweek	113748
	"#JusticeForJohnnyDepp #amberheardisanabuser #FireAmberHeard 
The blatant misinformation campaign is starting, funded by  #metoo. They are blocking accounts that actively promote  truth of Amber Heard admitting to abusing Johnny Depp. They are trying to bury the truth and a victim https://t.co/0ykJcsCNK0"	114	2020-02-11 13:39:32+00:00	JusticeForJohnnyDepp amberheardisanabuser FireAmberHeard metoo		234	1227225660395065345	186778	7563	646	17	Agregator	TheRealLauraB🌊⚔️	LauraBockov	27383
	"So long as @realDonaldTrump remains in office, the U.S. is giving sexual assault and misconduct an implicit seal of approval.

#resist #metoo #trump #FridayFeeling"	114	2017-11-17 19:13:16+00:00	resist metoo trump FridayFeeling		203	931601148326350854	2568	38008	1907	424	United States	Dr. DaShanne Stokes	DaShanneStokes	59376
	"@SenateGOP #GOP 
@ChuckGrassley @OrrinHatch
@realDonaldTrump

THREE WOMEN. ALL WILLING TO TESTIFY 
#JulieSwetnick
#DeborahRamirez
#DrChristineBlaseyFord

HE IS A SEXUAL PREDATOR !!

#STOPKAVANUAGH 

STOP THIS SHIT SHOW NOW!!

#BelieveSurvivors #MeToo https://t.co/cP6zI1VWeG"	114	2018-09-26 16:15:02+00:00	GOP JulieSwetnick DeborahRamirez DrChristineBlaseyFord STOPKAVANUAGH BelieveSurvivors MeToo		182	1044983696384823296	166029	61485	45744	63	Connecticut, USA	💦🌸🌿🦋 SuZie Q 🦋🌿🌸💦	myserenity69	135086
	#MeToo Heroine Kirsten Gillibrand’s Top Donor Is Law Firm Headed by Long-Time Harvey Weinstein Consigliere https://t.co/8zD05jvKhV	114	2018-08-03 14:38:57+00:00	MeToo		154	1025390569672114176	2635	34147	269	439		Aaron Klein	AaronKleinShow	26178
	나탈리 포트만, 제시카 차스테인, 에드가 라미레즈, 로라 던, 에바 롱고리아. 사진은 브리 라슨이 찍었다고. #TIMESUP https://t.co/llqLz0RJYx	114	2018-01-07 02:42:35+00:00	TIMESUP	https://twitter.com/chillypark/status/949833616200118272/photo/1	68	949833616200118272	2706	5003	286	42	South Korea	칠리	chillypark	34808
	Heartbreaking and sad. From my lovely, kind angel pal @HatchingChange... https://t.co/7KCFVEpkAv	113	2018-10-04 00:05:19+00:00			906	1047638763143385088	23121	503619	1811	1133	Do we even exist?	Aisling Bea	WeeMissBea	11275
	"Kriesha Chu confesses she's still a motae solo (person who's never dates before) + supports the #MeToo Movement
https://t.co/AOOoiOYfiN https://t.co/pX8KHH4a9k"	113	2018-04-20 01:37:16+00:00	MeToo	https://twitter.com/allkpop/status/987143127994683392/photo/1	705	987143127994683392	721	5678232	670	8245	Worldwide	allkpop	allkpop	213529
	Hours after @RonanFarrow published yet more accounts of assault, one of the most powerful men in American media #LesMoonves stands down. #metoo https://t.co/ORLbidcmJ1	113	2018-09-10 00:33:41+00:00	LesMoonves metoo		573	1038948590897352704	14219	11803	2411	461	Sydney, New South Wales	Jason Whittaker	thetowncrier	44007
	"Cosby accuser Lili Bernard: ""Today, this jury has shown that what the #MeToo movement is saying is that women are worthy are being believed."" https://t.co/46je3qtTW4 https://t.co/HJXkLx8HRk"	113	2018-04-26 18:46:39+00:00	MeToo	https://twitter.com/ABC/status/989576509336698880/video/1	347	989576509336698880	23	16564541	516	61787	New York City / Worldwide	ABC News	ABC	338202
	Ceux (et surtout celles) qui crachent sur Jean Dujardin pour sa dernière interview sur #MeToo ... L'avez-vous au moins lue??? https://t.co/x0ijVPKS75	113	2019-11-04 17:10:49+00:00	MeToo	https://twitter.com/EyraudVictor/status/1191402432171008001/photo/1	238	1191402432171008001	5044	565	335	5	Paris, France	Victor Eyraud	EyraudVictor	4072
	"Check out my 5-star #review of Kellcey! Should be required reading for all high school seniors &amp; college freshman. 
https://t.co/w5cZBYGFG3
#amreading #writerslife #ShoppingList #BookRecommendations #fallreads #canlit #Trauma #Healing #MeToo #timesup #Christmas2018 #booksshopday https://t.co/apKkUQPdND"	113	2018-11-07 03:15:04+00:00	review amreading writerslife ShoppingList BookRecommendations fallreads canlit Trauma Healing MeToo timesup Christmas2018 booksshopday		35	1060007699033808897	91107	29321	24103	244	Ontario, Canada	J.G. MacLeod 🇨🇦	jgmacleodauthor	385789
	"It is extremely rare to find support from within my micro fraternity. 

I am grateful Shakti. Really. 
Thank you. This means a LOT. https://t.co/LZrDb6NZP5"	112	2018-10-09 17:02:32+00:00			1162	1049706692143767552	6497	1048050	434	1369	India	Chinmayi Sripaada	Chinmayi	67069
	"Here is your first test to see if the ""Clinton should have resigned"" crowd is serious about believing women https://t.co/Qtli5arP64"	112	2017-11-16 15:35:21+00:00			274	931183917054377985	33748	48610	968	1251	Gulf of Guinea	PoliMath	politicalmath	113177
	HOLY SH*T! Four women accuse #MeToo crusader NY AG Eric Schneiderman of 'violent physical abuse' https://t.co/qTBgti5ZV0	112	2018-05-07 23:23:50+00:00	MeToo		186	993632531491811328	661	214396	3009	2909		Twitchy Team	TwitchyTeam	113662
	"#MeTooIndia
#MeToo
देश की सर्वोच्य न्यायालय सुप्रीम कोर्ट के गलियारे मे महिला वकील का हुआ यौन शोषण

ये मियालॉर्ड आम जनता के साथ क्या घंटा न्याय करेंगे

पहले अपने गिरेवान मे तो झाक कर देख ले.
इस न्याय व्यवस्था को सुधारने का वक़्त आ गया है 
https://t.co/y6vsTTSnUd"	112	2018-11-11 06:12:42+00:00	MeTooIndia MeToo		95	1061501955602755584	424	76910	766	76	India	Raj Aanand 🇮🇳	rajanandbjp	26535
	"Giving a lift, picking, dropping or helping a woman in good faith is dangerous in today's times, men should be made aware that they can be trapped in #FakeRapeCase, be blackmailed or even be falsely accused for sexual harassment #MeToo after years.

Men, be careful ❎ https://t.co/ApIF4m4OVo"	112	2019-10-18 14:59:03+00:00	FakeRapeCase MeToo		72	1185208677978050560	3586	5352	547	14	New Delhi	Amit Lakhani	TheAmitLakhani	2897
	".@BillOReilly joined @WilkowMajority to discuss his book, ""Killing England.""  Mr. O'Reilly commented on the #MeToo movement and the flood of allegations against various public figures. https://t.co/DYTU1Gv0nO"	111	2017-12-07 23:30:07+00:00	MeToo	https://twitter.com/SiriusXMPatriot/status/938913541959987200/video/1	608	938913541959987200	1794	26446	808	149	New York City	SiriusXM Patriot	SiriusXMPatriot	6140
	A socialist talking about cultural revolution isn't scary at all. https://t.co/ftYbhgsoLS	111	2017-12-10 15:03:35+00:00			365	939873234463481856	183840	110606	953	1091		Noam Blum	neontaster	227514
	"Para todos y todas los que dijeron que #MeToo era un movimiento de linchamiento sin resultados, hoy se declaró culpable a Harvey Weinstein por acto sexual criminal y violación sexual en tercer grado. 
LAS DENUNCIAS SÍ SIRVEN.
Denuncia aquí a tu maestro o compañero acosador."	111	2020-02-24 17:40:21+00:00	MeToo		360	1231997306246819841	62	72	221	0		Me too Universidades Edo Méx	DenunciemosMTU	66
	"The verdict is in!
🔥🔥🔥🔥🔥🔥🔥
Harvey Weinstein found guilty of rape in landmark #MeToo-era case
🔥🔥🔥🔥🔥🔥🔥 https://t.co/ZgYUVNk0VP"	111	2020-02-24 16:49:02+00:00	MeToo		301	1231984392358318080	247402	135453	96505	113	Cleveland, OH	❤️🧡💛ᗰia💚💙💜	mommamia1217	215397
	これは今回のテレ朝の記者さんとは別の方ですが、女性記者が取材先からセクハラを受けてどういう心理で葛藤するのか、一例として参考になるインタビューです。会う人会う人から同様の話を聞くので、こういう経験がある記者はそれこそ星の数ほどいるはず。ある意味業界内では、ありふれた話といえる。 https://t.co/dfkgRlPbur	111	2018-04-19 10:39:45+00:00			79	986917258885611521	2171	3440	459	0		べんごち南川麻由子	lawyerMAYUZO	10016
	@Badmoggy's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.	111	2018-01-29 23:18:08+00:00			0	958117084462018560	26170	819	1498	74			Badmoggy	80788
	We must not let Asia Argento's alleged abusive behavior be used to derail the #MeToo cause https://t.co/2KlD6JqpZ5	110	2018-08-20 05:31:05+00:00	MeToo		399	1031413288188428288	4837	1430822	4333	10287	New York, NY	The Cut	TheCut	197948
	"WOW —-&gt; A #MeToo Leader Made a Deal With Her Own Accuser https://t.co/oRQYDYRMGR"	110	2018-08-20 02:14:48+00:00	MeToo		210	1031363891073306624	385	634845	1599	7178	Brooklyn	Charles M. Blow	CharlesMBlow	67111
	All those #MeToo backlash pieces are looking great, y'all. Nothing to see here. Just a major media dude joking about raping the woman who won the 2016 popular vote. https://t.co/5QUsR0K0cq	110	2018-01-12 21:39:01+00:00	MeToo		171	951931547334119424	42798	2961	2068	49		Fannie Wolfe 🌈	fanniesroom	8782
	Toch vreemd dat in de #MeToo tijd een aanrandingsfantasie in de krant wordt geplaatst. https://t.co/gZaWIqRYyA	110	2017-10-29 11:54:32+00:00	MeToo		164	924605367350329344	28792	137168	983	444	ÜT: 52.35089,4.886677	Jan Roos	LavieJanRoos	144316
	Doing this so we are aware of how power is abused at work places in India. #MeToo Subrata Bhowmick #MeTooIndia @sandygrains @IndiaMeToo https://t.co/zYR4yTXpTe	110	2018-10-22 16:16:47+00:00	MeToo MeTooIndia	https://twitter.com/wORDEAL/status/1054406220692537349/photo/1	154	1054406220692537349	897	581	174	0	Chennai, India	Sonal Jain	wORDEAL	17647
	#TimesUp!! the @TIMESUPNW Legal Defense Fund provides subsidized legal support to those who have experienced sexual harassment, assault, or abuse in the workplace. join me! sign the solidarity letter and donate: https://t.co/p8cyHYK0oL https://t.co/SIKGs2svPq	109	2018-01-05 02:49:41+00:00	TimesUp	https://twitter.com/MeganMullally/status/949110624230850560/photo/1	674	949110624230850560	1744	315854	269	839		Megan Mullally	MeganMullally	1844
	Thank you @JennieWillough1 for your bravery in telling your story while @POTUS @realDonaldTrump seemingly didn’t believe u. He doesn’t realize we’re in the #BeFierceMovement. #MeToo #TimesUp https://t.co/MjgMters2h	109	2018-02-12 03:32:44+00:00	BeFierceMovement MeToo TimesUp		498	962892198051287040	39820	115993	1780	955	New York, USA	Gretchen Carlson	GretchenCarlson	24642
	Thank you to the brave men and women who have spoken up and said #metoo about their experiences. You are not alone in this.	109	2017-10-16 14:57:26+00:00	metoo		454	919940352148111360	14203	154442	553	921	Los Angeles, CA	Katie Stevens	thekatiestevens	24083
	"""One can only imagine how the million of Southern Baptist women feel when their own denomination cannot seem to muster enough moral courage to offer a full-throated repudiation of domestic abuse."" And mishandling sex abuse. #churchtoo #sgctoo

https://t.co/lmEPJjfi0J"	109	2018-05-03 15:15:10+00:00	churchtoo sgctoo		334	992059999118651392	1969	36626	153	173	Louisville, KY	Rachael Denhollander	R_Denhollander	3770
	"2 Children Every 1 hour fall victims to Child Sexual Abuse in #india. #TereVede : 👉 https://t.co/2RPYIhz8JD Our humble attempt to highlight the issue and spread awareness #hetoo  
#childsexualabuse #childsafety #rape #childprotection #PromiseDay #POCSO"	109	2018-02-11 06:51:24+00:00	india TereVede hetoo childsexualabuse childsafety rape childprotection PromiseDay POCSO		257	962579808495554565	3325	69856	61	0	instagram : @Preetika_Pree	Preetika Rao	preetikatweets	1680
	BREAKING: LA @McDonalds workers have walked off the job and are ON STRIKE against McDonald's widespread sexual harassment. ENOUGH. IS. ENOUGH! #FightFor15 #metoo https://t.co/nf9oNbhtGS	109	2019-09-24 19:04:36+00:00	FightFor15 metoo	https://twitter.com/Fightfor15LA/status/1176573161577443328/video/1	256	1176573161577443328	2338	11633	3134	0	Los Angeles, California	Fight for $15 LA	Fightfor15LA	42875
	#Metoo campaign highlighting and empowering victims of sexual assault and abuse takes over Twitter https://t.co/oam3fBdRx6 https://t.co/oAA0R6X8Ax	109	2017-10-16 16:46:30+00:00	Metoo	https://twitter.com/ABC/status/919967802664120320/photo/1	232	919967802664120320	23	16564667	516	61788	New York City / Worldwide	ABC News	ABC	338204
	"The end of @rkelly's near 30 year  reign of sexual abuse against minors is coming to an end. Via @CNN: #CNN has seen the VHS tape that appears to show Kelly having sex with a girl who refers to her body parts as 14 years old. 
#Rkelly #SurvivingRKelly #muterkelly https://t.co/kZRGbuf5Up"	109	2019-02-14 18:13:04+00:00	CNN Rkelly SurvivingRKelly muterkelly	https://twitter.com/OffMuteRKelly/status/1096110089746948097/photo/1	218	1096110089746948097	6555	19262	58	22		MuteRKelly-Official	OffMuteRKelly	2944
	"If Dr Ford is lying about Kavanaugh why WOULD she want the FBI to investigate? 

If Kavanaugh is innocent why WOULDN'T he want the FBI to investigate?

Lying to the FBI is a felony. 

#CultureOfCorruption 
#StopKavanaugh 
#MeToo 
#NeverForget 
#HumanRights 
#TheResistance"	109	2018-09-20 08:20:34+00:00	CultureOfCorruption StopKavanaugh MeToo NeverForget HumanRights TheResistance		185	1042689966147559424	139266	19128	15827	14		Claudia~ #OperationMaskAmerica	JustClaudia3	114429
	#TheResistance is in the halls at @YaleLawSch: Dozens of Yale University students staged a sit-in at the law school Monday over Kavanaugh. The school cancelled classes to accommodate the demonstration. https://t.co/5nTO1dBkHV #MeToo #StopKavanaugh	109	2018-09-24 18:20:54+00:00	TheResistance MeToo StopKavanaugh		176	1044290596784017408	125533	471636	27880	2084	Washington, DC	Democratic Coalition	TheDemCoalition	188505
	@LINEGroup_FRJ's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.	109	2018-04-07 09:10:57+00:00			0	982546257024438272	6979	123	238	5			LINEGroup_FRJ	3983
	This applies to every industry by the way. https://t.co/nC1L1ZiwTh	108	2018-06-01 11:51:09+00:00			284	1002517906100453376	734	149796	1273	1896	Chicago	Openly Black Mikki Kendall	Karnythia	154343
	"タランティーノやワインスタインのセクハラやパワハラ問題。日本でもこの問題は根深い。この問題に対してカナダのCMが凄く突き刺さる。少しでも多くの人に見てほしい。

#MeToo https://t.co/oy5bxgob9a"	108	2018-02-04 04:51:11+00:00	MeToo	https://twitter.com/fujifujizombi/status/960012836754808832/video/1	140	960012836754808832	30416	18707	2156	136		ふじむらたいき@行動心理の専門家	fujifujizombi	9543
	".@deneenborelli: “Exposing Lies ~ Revealing Truth ~ Here’s The Deal” - ‘The #MeToo Movement is Being Hijacked by The Political Left.’ 
#ConfirmKavanaughNow 

#Cody45🐯
https://t.co/37PSrBwPd7"	108	2018-10-01 10:49:24+00:00	MeToo ConfirmKavanaughNow Cody45	https://twitter.com/CRTV/status/1046489867629166594/video/1	139	1046713687392874496	207269	29310	5288	34		𝓒𝓸𝓭𝔂	buzzman888	222584
	"Over 24 women have accused Trump with sexual assault. You can see his very distinctive pattern like any other sexual predator. 

Mara-A-Lago where so many of these incidents happen, also less than 2 miles from #Epstein. 

#TrumpIsARapist #MeToo 

https://t.co/6b4PypWgDZ"	108	2019-08-22 17:34:32+00:00	Epstein TrumpIsARapist MeToo	https://twitter.com/nowthisnews/status/1100061528999505920/video/1	132	1164591698611253248	131282	28879	9780	52	Charlotte, NC	Skyleigh😷 DAY 394@🏠	Sky_Lee_1	124464
	"CP Surendran #MeToo
CP once chased me around a lawn party in Jor Bagh (to launch the publishing house Random House on India) when I worked at OPEN magazine. I'll explain what 'chased me' means. I got a bad vibe because he patted or touched me proprietarily, and I got a scare &gt;"	108	2018-10-08 12:54:37+00:00	MeToo		116	1049281912114536448	18934	5850	346	62	Calcutta	Bed Tea Tagore	sohinichat	32426
	ハッシュタグ「#MeToo」などの運動を「清浄化の波」と批判し、「女性が、特にキャリアの上で性的暴力の犠牲となったことへの合法的で必要な抗議」が魔女狩りに変わってしまっているとも指摘…　https://t.co/IJG4fqXBsG	108	2018-01-10 09:03:00+00:00	MeToo		107	951016514995539980	2	235056	223	7639		AFPBB News	afpbbcom	168461
